Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
16 Players,,,,,990,2,0,2,2,10,4,3,0,25,14,1,8,9,11,0,,,"Friday August 11, 2023",Almería,Rayo Vallecano,0-2,https://fbref.com/en/matches/30d3212e/Almeria-Rayo-Vallecano-August-11-2023-La-Liga,summary,away,
Youssef En-Nesyri,15.0,MAR,Forward,26-071,81,1,0,0,0,4,2,0,0,1,2,2,0,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1997-06-01
Federico Gattoni,2.0,ARG,Defender,24-176,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1999-02-16
Erik Lamela,17.0,ARG,Attacking Midfielder,31-160,55,0,0,0,0,0,0,0,0,5,0,1,1,3,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1992-03-03
Oliver Torres,21.0,ESP,Midfielder,28-274,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1994-11-10
Suso,7.0,ESP,Attacking Midfielder,29-265,90,0,1,0,0,1,1,0,0,0,3,0,8,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1993-11-18
Lucas Ocampos,5.0,ARG,Attacking Midfielder,29-031,90,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1994-07-10
Ivan Rakitic,10.0,CRO,Defensive Midfielder,35-154,90,0,0,0,0,1,0,1,0,3,1,0,9,2,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1988-03-09
Fernando,20.0,BRA,Defensive Midfielder,36-017,68,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1987-07-25
Djibril Sow,18.0,SUI,Midfielder,26-186,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1997-02-06
Marcos Acuna,19.0,ARG,Left Back,31-287,90,0,0,0,0,2,0,1,0,1,1,0,7,1,2,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1991-10-27
Nemanja Gudelj,6.0,SRB,Centre-Back,31-268,90,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1991-11-16
Loic Bade,22.0,FRA,Centre-Back,23-122,80,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,2000-04-10
Jesus Navas,16.0,ESP,Right Back,37-263,68,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1985-11-20
Juanlu Sanchez,26.0,ESP,Defender / Midfielder,19-361,22,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,2003-08-14
Yassine Bounou,13.0,MAR,Goalkeeper,32-128,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,1991-04-05
15 Players,,,,,980,1,1,0,0,9,3,3,1,15,14,3,32,12,8,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,home,
Hugo Duro,9.0,ESP,Forward,23-274,90,0,1,0,0,3,1,0,0,2,6,0,0,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1999-11-09
Domingos Andre Ribeiro Almeida,10.0,POR,Forward,23-073,61,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2000-05-28
Javier Guerra,8.0,ESP,Midfielder,20-090,29,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2003-05-13
Diego Lopez,16.0,ESP,Left Midfielder,21-090,64,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2002-05-13
Pablo Gozalbez,27.0,ESP,Midfielder,22-103,26,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2001-04-30
Jose Luis Garcia Vaya,18.0,ESP,Central Midfielder,25-000,90,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1998-08-10
Mouctar Diakhaby,4.0,GUI,Central Midfielder,26-235,90,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1996-12-18
Francisco Perez,23.0,ESP,Right Midfielder,20-336,60,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2002-09-09
Dimitri Foulquier,20.0,FRA,Defender / Midfielder,30-141,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1993-03-23
Jose Luis Gaya,14.0,ESP,Left Back,28-078,86,0,0,0,0,1,0,0,0,2,0,0,4,3,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1995-05-24
Jesus Vazquez,21.0,ESP,Defender,20-221,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2003-01-01
Cenk Ozkacar,15.0,TUR,Centre-Back,22-309,90,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2000-10-04
Gabriel Paulista,5.0,BRA,Centre-Back,32-258,90,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1990-11-26
Thierry Correia,12.0,POR,Right Back,24-155,90,0,0,0,0,0,0,0,0,1,2,0,3,3,2,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,1999-03-09
Giorgi Mamardashvili,25.0,GEO,Goalkeeper,22-316,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,2000-09-27
15 Players,,,,,990,2,2,0,0,10,3,2,0,17,15,0,11,12,10,0,,,"Friday August 11, 2023",Sevilla,Valencia,1-2,https://fbref.com/en/matches/525758cc/Sevilla-Valencia-August-11-2023-La-Liga,summary,away,
Mikel Oyarzabal,10.0,ESP,Forward,26-113,73,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1997-04-21
Umar Sadiq,19.0,NGA,Forward,26-191,17,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1997-02-02
Carlos Fernandez,9.0,ESP,Forward,27-082,58,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1996-05-21
Ander Barrenetxea,7.0,ESP,Forward / Midfielder,21-228,32,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,2001-12-26
Takefusa Kubo,14.0,JPN,Forward,22-069,73,1,0,0,0,3,1,0,0,0,0,0,1,2,2,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,2001-06-04
Mohamed Ali Cho,11.0,FRA,Forward / Midfielder,19-205,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,2004-01-19
Benat Turrientes,22.0,ESP,Central Midfielder,21-193,79,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,2002-01-30
Olasagasti,16.0,ESP,Midfielder,22-361,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,2000-08-14
Martin Zubimendi,4.0,ESP,Central Midfielder,24-191,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1999-02-02
Brais Mendez,23.0,ESP,Central Midfielder,26-217,90,0,0,0,0,2,0,0,0,4,0,0,5,2,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1997-01-06
Aihen Munoz,3.0,ESP,Left Back,25-361,90,0,1,0,0,1,0,0,0,2,1,0,2,3,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1997-08-16
Robin Le Normand,24.0,ESP,Centre-Back,26-274,90,0,0,0,0,1,0,1,0,1,0,0,0,2,3,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1996-11-10
Igor Zubeldia,5.0,ESP,Centre-Back,26-135,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1997-03-30
Hamari Traore,18.0,MLI,Right Back,31-197,73,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1992-01-27
Alex Sola,2.0,ESP,Defender / Forward,24-064,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1999-06-09
Alex Remiro,1.0,ESP,Goalkeeper,28-141,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,1995-03-24
16 Players,,,,,990,1,1,0,0,15,2,2,0,22,7,0,10,15,7,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,home,
Cristhian Stuani,7.0,URU,Forward,36-304,63,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1986-10-12
Artem Dovbyk,9.0,UKR,Forward,26-052,27,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1997-06-20
Yan Couto,20.0,BRA,Left Winger,21-070,63,0,0,0,0,1,0,0,0,1,2,1,3,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,2002-06-02
Pablo Torre,18.0,ESP,Midfielder,20-131,27,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,2003-04-03
Viktor Tsyhankov,8.0,UKR,Attacking Midfielder,25-270,90,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1997-11-14
Yangel Herrera,21.0,VEN,Attacking Midfielder,25-210,85,0,0,0,0,0,0,0,0,3,4,0,1,2,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1998-01-14
Ivan Martin,23.0,ESP,Midfielder,24-179,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1999-02-13
Savio,16.0,BRA,Right Winger,19-124,63,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,2004-04-09
Valery Fernandez,11.0,ESP,Midfielder,23-262,27,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1999-11-23
Aleix Garcia,14.0,ESP,Defensive Midfielder,26-045,90,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,,,"Saturday August 12, 2023",Real Sociedad,Girona,1-1,https://fbref.com/en/matches/706596c6/Real-Sociedad-Girona-August-12-2023-La-Liga,summary,away,1997-06-27
