Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Thomas Muller,25.0,GER,Forward / Midfielder,33-339,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1989-09-12
Leroy Sane,10.0,GER,Attacking Midfielder,27-219,90,2,0,0,0,3,3,0,0,0,0,0,2,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1996-01-11
Leon Goretzka,8.0,GER,Defensive Midfielder,28-193,78,0,0,0,0,3,1,0,0,0,1,0,0,0,3,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1995-02-05
Konrad Laimer,27.0,AUT,Defender / Midfielder,26-083,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1997-05-27
Joshua Kimmich,6.0,GER,Defensive Midfielder,28-191,90,0,0,0,0,2,0,0,0,0,2,0,7,0,1,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1995-02-07
Alphonso Davies,19.0,CAN,Left Back,22-289,90,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,2000-10-31
Kim Min-jae,3.0,KOR,Centre-Back,26-276,67,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1996-11-14
Matthijs de Ligt,4.0,NED,Defender,24-006,23,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1999-08-11
Dayot Upamecano,2.0,FRA,Centre-Back,24-295,90,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1998-10-27
Noussair Mazraoui,40.0,MAR,Right Back,25-277,90,0,0,0,0,2,1,0,0,1,2,0,2,1,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1997-11-14
Sven Ulreich,26.0,GER,Goalkeeper,35-015,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,1988-08-02
16 Players,,,,,990,4,4,0,0,25,10,1,0,11,17,0,18,2,5,0,,,"Friday August 18, 2023",Werder Bremen,Bayern Munich,0-4,"Bremen, Germany",summary,away,
Serhou Guirassy,9.0,GUI,Forward,27-160,82,2,0,0,0,4,2,0,0,0,2,1,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1996-03-11
Jovan Milosevic,19.0,SRB,Forward,18-019,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,2005-07-31
Chris Fuhrich,27.0,GER,Attacking Midfielder,25-222,90,0,2,0,0,2,0,0,0,0,0,1,8,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1998-01-08
Jeong Woo-yeong,10.0,KOR,Attacking Midfielder,23-333,90,0,0,0,0,4,2,0,0,0,1,0,0,2,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1999-09-19
Silas Katompa,14.0,COD,Attacking Midfielder,24-317,77,2,0,0,0,2,2,0,0,0,1,0,3,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1998-10-06
Jamie Leweling,18.0,GER,Forward / Midfielder,22-174,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,2001-02-25
Atakan Karazor,16.0,TUR,Defensive Midfielder,26-310,77,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1996-10-11
Lilian Egloff,25.0,GER,Midfielder,20-364,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,2002-08-20
Enzo Millot,8.0,FRA,Defensive Midfielder,21-033,90,0,0,0,0,1,1,0,0,2,1,0,3,0,2,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,2002-07-16
Hiroki Ito,21.0,JPN,Left Back,24-099,77,0,1,0,0,2,0,0,0,0,1,0,2,1,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1999-05-11
Borna Sosa,24.0,CRO,Defender / Midfielder,25-210,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1998-01-21
Dan-Axel Zagadou,23.0,FRA,Centre-Back,24-077,90,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1999-06-03
Waldemar Anton,2.0,GER,Centre-Back,27-030,90,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1996-07-18
Pascal Stenzel,15.0,GER,Right Back,27-152,77,0,2,0,0,2,1,0,0,0,2,0,2,1,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1996-03-19
Roberto Massimo,32.0,GER,Forward / Midfielder,22-311,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,2000-10-11
Alexander Nubel,33.0,GER,Goalkeeper,26-323,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,1996-09-29
16 Players,,,,,990,5,5,0,0,21,9,1,0,5,12,2,24,5,7,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,home,
Philipp Hofmann,33.0,GER,Forward,30-142,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1993-03-30
Simon Zoller,9.0,GER,Forward / Midfielder,32-054,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1991-06-26
Christopher Antwi-Adjei,22.0,GHA,Attacking Midfielder,29-193,64,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1994-02-07
Moritz Broschinski,29.0,GER,Forward,22-330,26,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,2000-09-21
Takuma Asano,11.0,JPN,Attacking Midfielder,28-282,68,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1994-11-10
Lukas Daschner,13.0,GER,Forward / Midfielder,24-322,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1998-09-30
Maximilian Wittek,32.0,GER,Defensive Midfielder,27-363,90,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1995-08-20
Kevin Stoger,7.0,AUT,Defensive Midfielder,29-357,68,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1993-08-26
Patrick Osterhage,6.0,GER,Midfielder,23-199,22,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,2000-01-31
Anthony Losilla,8.0,FRA,Defensive Midfielder,37-162,79,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1986-03-10
Noah Loosli,41.0,SUI,Defender,26-208,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1997-01-23
Felix Passlack,15.0,GER,Defensive Midfielder,25-082,90,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1998-05-28
Bernardo,5.0,BRA,Centre-Back,28-097,90,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1995-05-14
Ivan Ordets,20.0,UKR,Centre-Back,31-042,90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1992-07-06
Erhan Masovic,4.0,SRB,Centre-Back,24-270,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1998-11-21
Manuel Riemann,1.0,GER,Goalkeeper,34-344,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,1988-09-07
16 Players,,,,,990,0,0,0,0,4,1,1,0,12,5,2,7,16,9,0,,,"Saturday August 19, 2023",Stuttgart,Bochum,5-0,"Stuttgart, Germany",summary,away,
Andrej Kramaric,27.0,CRO,Forward,32-061,90,0,0,0,0,3,0,0,0,1,2,1,6,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1991-06-18
Ihlas Bebou,9.0,TOG,Forward,29-118,83,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1994-04-23
Maximilian Beier,14.0,GER,Forward / Midfielder,20-306,7,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,2002-10-16
Marius Bulter,21.0,GER,Left Midfielder,30-143,90,0,0,0,0,3,0,0,0,2,1,1,4,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1993-03-29
Angelo Stiller,13.0,GER,Central Midfielder,22-137,84,0,0,0,0,2,1,0,0,0,1,0,3,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,2001-04-04
Tom Bischof,39.0,GER,Midfielder,18-052,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,2005-06-28
Florian Grillitsch,11.0,AUT,Central Midfielder,28-012,70,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1995-08-06
Julian Justvan,17.0,GER,Forward / Midfielder,25-139,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1998-04-01
Grischa Promel,6.0,GER,Central Midfielder,28-222,90,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1995-01-09
Pavel Kaderabek,3.0,CZE,Right Midfielder,31-116,90,0,0,0,0,2,0,0,0,0,0,0,6,0,2,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1992-04-24
Attila Szalai,41.0,HUN,Centre-Back,25-211,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1998-01-20
Kevin Vogt,22.0,GER,Defender / Midfielder,31-330,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1991-09-22
John Brooks,23.0,USA,Centre-Back,30-203,90,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1993-01-28
Ozan Kabak,5.0,TUR,Centre-Back,23-147,90,1,0,0,0,3,2,0,0,2,0,0,0,1,2,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,2000-03-24
Oliver Baumann,1.0,GER,Goalkeeper,33-078,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,1990-06-01
15 Players,,,,,990,1,0,0,0,22,4,0,0,9,9,3,24,6,7,1,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,home,
Lucas Holer,9.0,GER,Forward,29-040,90,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1994-07-09
Michael Gregoritsch,38.0,AUT,Forward,29-123,83,0,0,0,0,8,5,0,0,0,2,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1994-04-18
Manuel Gulde,5.0,GER,Defender,32-188,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1991-02-11
Vincenzo Grifo,32.0,ITA,Left Winger,30-134,89,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1993-04-07
Noah Weisshaupt,7.0,GER,Forward / Midfielder,21-333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,2001-09-20
Roland Sallai,22.0,HUN,Right Winger,26-089,83,1,0,0,0,4,2,0,0,1,1,0,4,1,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1997-05-21
Ritsu Doan,42.0,JPN,Forward / Midfielder,25-064,7,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1998-06-16
Maximilian Eggestein,8.0,GER,Central Midfielder,26-254,90,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1996-12-06
Merlin Rohl,34.0,GER,Central Midfielder,21-045,73,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,2002-07-04
Yannik Keitel,14.0,GER,Midfielder,23-185,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,2000-02-14
Christian Gunter,30.0,GER,Left Back,30-172,89,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1993-02-27
Kiliann Sildillia,25.0,FRA,Defender,21-095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,2002-05-16
Philipp Lienhart,3.0,AUT,Centre-Back,27-039,90,0,0,0,0,1,0,1,0,2,1,0,2,0,2,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1996-07-10
Matthias Ginter,28.0,GER,Centre-Back,29-212,90,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1994-01-19
Lukas Kubler,17.0,GER,Right Back,30-354,90,0,0,0,0,1,1,0,0,1,2,0,0,1,3,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,1992-08-28
Noah Atubolu,1.0,GER,Goalkeeper,21-086,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,2002-05-24
16 Players,,,,,990,1,0,0,0,18,9,1,0,9,9,0,23,7,11,0,,,"Saturday August 19, 2023",Hoffenheim,Freiburg,1-2,"Sinsheim, Germany",summary,away,
Mergim Berisha,11.0,GER,Forward,25-100,57,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1998-05-11
Dion Drena Beljo,7.0,CRO,Forward,21-171,33,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,2002-03-01
Sven Michel,20.0,GER,Forward,33-035,70,1,1,1,1,3,2,0,0,1,0,0,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1990-07-14
Phillip Tietz,21.0,GER,Forward,26-041,20,0,1,0,0,2,0,0,0,1,1,0,1,1,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1997-07-08
Ermedin Demirovic,9.0,BIH,Left Winger,25-147,70,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1998-03-25
Fredrik Jensen,24.0,FIN,Forward / Midfielder,25-344,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1997-09-09
Ruben Vargas,16.0,SUI,Right Winger,25-014,90,1,0,0,0,3,1,0,0,3,0,1,4,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1998-08-04
Niklas Dorsch,30.0,GER,Central Midfielder,25-216,89,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1998-01-15
Tim Breithaupt,18.0,GER,Midfielder,21-193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,2002-02-07
Elvis Rexhbecaj,8.0,KVX,Central Midfielder,25-291,90,1,0,0,0,2,1,0,0,0,1,0,0,3,2,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1997-11-01
Mads Pedersen,3.0,DEN,Left Back,26-352,90,0,0,0,0,1,0,0,0,1,3,0,2,2,3,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1996-08-31
Ohis Felix Uduokhai,19.0,GER,Centre-Back,25-344,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1997-09-08
Maximilian Bauer,23.0,GER,Centre-Back,23-191,90,1,0,0,0,1,1,0,0,0,3,0,0,1,5,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,2000-02-09
Arne Engels,27.0,BEL,Right Back,19-345,90,0,0,0,0,0,0,0,0,0,2,0,14,0,1,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,2003-09-07
Finn Dahmen,1.0,GER,Goalkeeper,25-145,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,1998-03-27
15 Players,,,,,990,4,3,1,1,20,7,1,0,9,13,4,23,7,13,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,home,
Tomas Cvancara,31.0,CZE,Forward,23-006,90,2,0,1,1,4,2,1,0,1,2,0,0,0,0,0,,,"Saturday August 19, 2023",Augsburg,Mönchengladbach,4-4,"Augsburg, Germany",summary,away,2000-08-12
