Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Ansgar Knauff,36,GER,Defensive Midfielder,20-207,90,0,0,0,0,3,1,0,0,1,0,0,4,2,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,1/10/2002
Obite N'Dicka,2,CIV,Centre-Back,22-350,90,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,8/20/1999
Tuta,35,BRA,Centre-Back,23-032,81,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,7/4/1999
Makoto Hasebe,20,JPN,Defender / Midfielder,38-199,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,1/18/1984
Almamy Toure,18,MLI,Centre-Back,26-099,90,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,4/27/1996
Kevin Trapp,1,GER,Goalkeeper,32-028,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,7/8/1990
16 Players,,,,,990,1,0,0,0,8,2,2,0,10,11,4,15,9,17,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,home,
Serge Gnabry,7,GER,Forward,27-022,64,1,1,0,0,3,1,0,0,0,1,1,0,1,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,7/14/1995
Mathys Tel,39,FRA,Forward / Midfielder,17-100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,4/27/2005
Sadio Mane,17,SEN,Forward,30-117,90,1,0,0,0,5,2,0,0,1,0,1,1,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,4/9/1992
Jamal Musiala,42,GER,Left Midfielder,19-160,90,2,0,0,0,5,4,0,0,1,2,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,2/26/2003
Marcel Sabitzer,18,AUT,Central Midfielder,28-141,56,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,3/17/1994
Ryan Gravenberch,38,NED,Midfielder,20-081,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,5/16/2002
Joshua Kimmich,6,GER,Central Midfielder,27-178,90,1,0,0,0,2,2,0,0,1,1,0,7,1,2,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,2/8/1995
Thomas Muller,25,GER,Right Midfielder,32-326,64,0,2,0,0,3,0,0,0,0,1,0,1,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,9/13/1989
Leroy Sane,10,GER,Forward / Midfielder,26-206,26,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,1/11/1996
Alphonso Davies,19,CAN,Left Back,21-276,90,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,11/1/2000
Lucas Hernandez,21,FRA,Centre-Back,26-172,81,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,2/14/1996
Matthijs de Ligt,4,NED,Defender,22-358,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,8/12/1999
Dayot Upamecano,2,FRA,Centre-Back,23-282,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,10/27/1998
Benjamin Pavard,5,FRA,Right Back,26-130,81,1,0,0,0,1,1,0,0,2,1,1,5,1,4,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,3/27/1996
Noussair Mazraoui,40,MAR,Defender / Midfielder,24-264,9,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,11/14/1997
Manuel Neuer,1,GER,Goalkeeper,36-131,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,3/27/1986
16 Players,,,,,990,6,4,0,0,23,10,0,0,11,10,3,14,10,11,0,,,"Friday August 5, 2022",Eintracht Frankfurt,Bayern Munich,6-Jan,"Frankfurt, Germany",summary,away,
Ermedin Demirovic,9,BIH,Forward,24-134,58,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,3/25/1998
Florian Niederlechner,7,GER,Forward / Midfielder,31-286,32,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,10/24/1990
Andre Hahn,28,GER,Forward,31-358,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,8/13/1990
Fredrik Jensen,24,FIN,Forward / Midfielder,24-331,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,9/9/1997
Iago,22,BRA,Left Winger,25-136,81,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,3/23/1997
Robert Gumny,2,POL,Defender,24-063,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,6/4/1998
Elvis Rexhbecaj,13,KVX,Attacking Midfielder,24-278,74,0,0,0,0,0,0,0,0,2,7,0,1,0,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,11/1/1997
Ricardo Pepi,18,USA,Forward,19-209,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,1/9/2003
Arne Maier,10,GER,Attacking Midfielder,23-210,90,0,0,0,0,3,1,0,0,1,1,0,3,0,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,1/8/1999
Daniel Caligiuri,20,ITA,Right Winger,34-203,58,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,1/15/1988
Mads Pedersen,3,DEN,Defender / Midfielder,25-339,32,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,8/31/1996
Carlos Gruezo,8,ECU,Defensive Midfielder,27-109,90,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,4/19/1995
Jeffrey Gouweleeuw,6,NED,Centre-Back,31-027,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,7/10/1991
Maximilian Bauer,23,GER,Centre-Back,22-178,90,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,2/9/2000
Ohis Felix Uduokhai,19,GER,Centre-Back,24-331,90,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,9/9/1997
Rafal Gikiewicz,1,POL,Goalkeeper,34-284,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,10/26/1987
16 Players,,,,,990,0,0,0,0,11,2,0,0,13,13,0,9,9,12,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,home,
Michael Gregoritsch,38,AUT,Forward,28-110,75,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,4/18/1994
Nils Petersen,18,GER,Forward,33-243,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,12/5/1988
Vincenzo Grifo,32,ITA,Attacking Midfielder,29-121,80,1,0,0,0,4,2,0,0,0,1,0,5,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,4/7/1993
Noah Weisshaupt,33,GER,Forward / Midfielder,20-320,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,9/20/2001
Roland Sallai,22,HUN,Attacking Midfielder,25-076,75,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,5/22/1997
Daniel Kyereh,11,GHA,Forward / Midfielder,26-151,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,3/7/1996
Ritsu Doan,42,JPN,Attacking Midfielder,24-051,81,1,0,0,0,3,2,0,0,1,1,0,1,0,2,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,6/16/1998
Jeong Woo-yeong,29,KOR,Forward / Midfielder,22-320,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,9/20/1999
Nicolas Hofler,27,GER,Defensive Midfielder,32-150,90,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,3/9/1990
Maximilian Eggestein,8,GER,Defensive Midfielder,25-241,90,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,12/7/1996
Christian Gunter,30,GER,Left Back,29-159,90,0,0,0,0,3,0,0,0,0,0,0,7,2,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,2/28/1993
Philipp Lienhart,3,AUT,Centre-Back,26-026,90,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,7/10/1996
Matthias Ginter,28,GER,Centre-Back,28-199,90,1,0,0,0,1,1,0,0,2,2,0,0,1,1,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,1/19/1994
Kiliann Sildillia,25,FRA,Right Back,20-082,83,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,5/16/2002
Hugo Siquet,2,BEL,Defender / Midfielder,20-028,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,7/9/2002
Mark Flekken,26,NED,Goalkeeper,29-054,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,6/13/1993
16 Players,,,,,990,4,2,0,0,19,7,0,0,13,13,2,15,7,9,0,,,"Saturday August 6, 2022",Augsburg,Freiburg,0-4,"Augsburg, Germany",summary,away,
Lukas Nmecha,10,GER,Forward,23-235,90,1,0,0,0,2,1,1,0,1,1,1,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,12/14/1998
Omar Marmoush,33,EGY,Attacking Midfielder,23-180,66,0,0,0,0,1,0,0,0,2,4,0,1,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,2/7/1999
Luca Waldschmidt,7,GER,Forward / Midfielder,26-079,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,5/18/1996
Josip Brekalo,14,CRO,Attacking Midfielder,24-044,55,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,6/23/1998
Jonas Wind,23,DEN,Forward / Midfielder,23-180,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,2/7/1999
Patrick Wimmer,39,AUT,Attacking Midfielder,21-068,66,0,1,0,0,1,0,0,0,2,0,0,3,2,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,5/30/2001
Jakub Kaminski,16,POL,Midfielder,20-062,24,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,6/5/2002
Maximilian Arnold,27,GER,Defensive Midfielder,28-071,90,0,0,0,0,1,0,0,0,1,2,0,9,1,4,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,5/27/1994
Mattias Svanberg,32,SWE,Defensive Midfielder,23-213,45,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,1/5/1999
Josuha Guilavogui,29,FRA,Defender / Midfielder,31-321,45,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,9/19/1990
Micky van de Ven,5,NED,Left Back,21-109,90,0,0,0,0,0,0,1,0,1,1,0,0,3,1,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,4/19/2001
Maxence Lacroix,4,FRA,Centre-Back,22-122,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,4/5/2000
Sebastiaan Bornauw,3,BEL,Centre-Back,23-137,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,3/22/1999
Ridle Baku,20,GER,Right Back,24-120,75,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,4/8/1998
Max Kruse,9,GER,Forward / Midfielder,34-140,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,3/18/1988
Koen Casteels,1,BEL,Goalkeeper,30-042,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,6/24/1992
16 Players,,,,,990,2,1,0,0,11,3,2,0,11,14,1,16,11,12,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,home,
Marvin Ducksch,7,GER,Forward,28-152,90,0,1,0,0,2,1,0,0,0,1,0,3,0,1,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,3/7/1994
Niclas Fullkrug,11,GER,Forward,29-178,79,1,0,0,0,2,1,0,0,2,2,2,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,2/9/1993
Oliver Burke,9,SCO,Forward / Midfielder,25-121,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,4/7/1997
Anthony Jung,3,GER,Left Midfielder,30-276,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,11/3/1991
Lee Buchanan,26,ENG,Defender,21-152,22,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,3/7/2001
Jens Stage,6,DEN,Central Midfielder,25-271,90,0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,11/7/1996
Christian Gross,36,GER,Central Midfielder,33-179,90,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,2/8/1989
Leonardo Bittencourt,10,GER,Central Midfielder,28-230,75,1,0,0,0,3,2,0,0,3,1,0,0,1,2,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,12/19/1993
Nicolai Rapp,23,GER,Defender / Midfielder,25-236,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,12/12/1996
Mitchell Weiser,8,GER,Right Midfielder,28-107,75,0,0,0,0,1,0,1,0,2,1,1,4,2,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,4/21/1994
Felix Agu,27,NGA,Defender / Midfielder,22-313,15,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,9/27/1999
Marco Friedl,32,AUT,Centre-Back,24-143,90,0,0,0,0,0,0,0,0,0,2,1,2,2,8,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,3/16/1998
Milos Veljkovic,13,SRB,Centre-Back,26-314,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,9/26/1995
Amos Pieper,5,GER,Centre-Back,24-201,90,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,1/17/1998
Jiri Pavlenka,1,CZE,Goalkeeper,30-114,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,4/13/1992
15 Players,,,,,990,2,2,0,0,10,4,2,0,14,11,4,12,6,30,0,,,"Saturday August 6, 2022",Wolfsburg,Werder Bremen,2-Feb,"Wolfsburg, Germany",summary,away,
Philipp Hofmann,33,GER,Forward,29-129,75,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,3/30/1993
Silvere Ganvoula M'Boussy,35,CGO,Forward,26-038,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,6/28/1996
Gerrit Holtmann,17,PHI,Attacking Midfielder,27-134,80,0,0,0,0,2,1,0,0,0,0,0,5,0,1,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,3/25/1995
Philipp Forster,10,GER,Forward / Midfielder,27-183,10,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,2/4/1995
Takuma Asano,11,JPN,Attacking Midfielder,27-269,90,0,0,0,0,3,0,0,0,0,4,1,1,0,1,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,11/10/1994
Simon Zoller,9,GER,Attacking Midfielder,31-041,75,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,6/26/1991
Jordi Osei-Tutu,18,ENG,Defender / Midfielder,23-308,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,10/2/1998
Kevin Stoger,7,AUT,Defensive Midfielder,28-344,90,1,0,0,0,3,1,0,0,2,2,0,5,2,1,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,8/27/1993
Anthony Losilla,8,FRA,Defensive Midfielder,36-149,90,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,3/10/1986
Kostas Stafylidis,16,GRE,Left Back,28-247,90,0,1,0,0,3,0,1,0,2,5,0,6,3,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,12/2/1993
Ivan Ordets,20,UKR,Centre-Back,30-029,90,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,7/7/1992
Erhan Masovic,4,SRB,Centre-Back,23-257,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,11/22/1998
Cristian Gamboa,2,CRC,Right Back,32-286,86,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,10/24/1989
Saidy Janko,23,GAM,Defender / Midfielder,26-288,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,10/22/1995
Manuel Riemann,1,GER,Goalkeeper,33-331,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 6, 2022",Bochum,Mainz 05,2-Jan,"Bochum, Germany",summary,home,9/8/1988
