Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Alex Telles,3,BRA,Defender,29-240,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,12/14/1992
Papu Gomez,24,ARG,Attacking Midfielder,34-178,79,0,1,0,0,1,1,1,0,1,2,1,1,1,1,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,2/15/1988
Ivan Romero,36,ESP,Forward / Midfielder,21-124,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,4/10/2001
Jesus Corona,9,MEX,Attacking Midfielder,29-218,62,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,1/6/1993
Erik Lamela,17,ARG,Forward / Midfielder,30-161,28,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,3/3/1992
Thomas Delaney,18,DEN,Defensive Midfielder,30-343,79,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,9/3/1991
Ivan Rakitic,10,CRO,Midfielder,34-155,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,3/9/1988
Fernando,20,BRA,Defensive Midfielder,35-018,90,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,6/10/1990
Marcos Acuna,19,ARG,Left Back,30-288,90,0,0,0,0,2,0,0,0,0,2,0,7,3,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,10/28/1991
Karim Rekik,4,NED,Centre-Back,27-253,90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,12/2/1994
Nemanja Gudelj,6,SRB,Centre-Back,30-269,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,11/16/1991
Jesus Navas,16,ESP,Right Back,36-264,90,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,11/21/1985
Yassine Bounou,13,MAR,Goalkeeper,31-129,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,4/5/1991
16 Players,,,,,990,1,1,0,0,10,3,3,0,9,16,2,18,8,6,0,,,"Friday August 12, 2022",Osasuna,Sevilla,1-Feb,"Pamplona, Spain",summary,away,
Goncalo Paciencia,9,POR,Forward,28-012,69,1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,8/1/1994
Carles Perez,7,ESP,Forward / Midfielder,24-178,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,2/16/1998
Iago Aspas,10,ESP,Forward,35-012,90,1,0,0,0,3,1,1,0,1,2,1,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,8/1/1987
Franco Cervi,11,ARG,Attacking Midfielder,28-079,89,0,0,0,0,0,0,0,0,2,2,0,4,1,2,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,5/26/1994
Oscar Mingueza,3,ESP,Defender / Midfielder,23-092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,5/13/1999
Oscar Rodriguez Arnaiz,5,ESP,Attacking Midfielder,24-046,84,0,0,0,0,1,0,0,0,1,4,0,2,0,1,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,6/28/1998
Gabriel Veiga,28,ESP,Midfielder,20-078,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,5/27/2002
Augusto Solari,21,ARG,Attacking Midfielder,30-222,45,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,1/3/1992
Renato Tapia,14,PER,Defender / Midfielder,27-016,45,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,7/28/1995
Fran Beltran,8,ESP,Defensive Midfielder,23-191,90,0,0,0,0,1,0,0,0,2,1,0,1,1,1,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,2/3/1999
Javi Galan,17,ESP,Left Back,27-267,90,0,1,0,0,0,0,1,0,1,3,0,3,2,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,11/19/1994
Unai Nunez,4,ESP,Centre-Back,25-195,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,1/30/1997
Joseph Aidoo,15,GHA,Centre-Back,26-318,90,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,9/29/1995
Hugo Mallo,2,ESP,Right Back,31-052,90,0,0,0,0,0,0,1,0,2,0,0,2,2,1,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,6/22/1991
Agustin Marchesin,1,ARG,Goalkeeper,34-150,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,3/15/1988
15 Players,,,,,990,2,2,0,0,8,3,5,0,17,15,1,12,10,8,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,home,
Nico Ribaudo,21,ESP,Forward,21-124,55,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,4/11/2001
Adri Embarba,23,ESP,Forward / Midfielder,30-098,35,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,5/6/1992
Joselu,9,ESP,Forward,32-139,90,1,0,1,1,1,1,0,0,1,3,0,0,0,1,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,3/27/1990
Ruben,27,ESP,Forward,21-190,79,0,0,0,0,3,0,0,0,1,0,0,3,3,3,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,2/4/2001
Luca Koleosho,30,ITA,Midfielder,17-332,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,9/14/2004
Sergi Darder,10,ESP,Central Midfielder,28-234,90,0,0,0,0,1,0,0,0,1,3,0,4,0,2,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,12/22/1993
Fernando Calero,5,ESP,Central Midfielder,26-333,55,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,9/14/1995
Edu Exposito,20,ESP,Midfielder,26-012,35,1,0,0,0,2,1,0,0,0,1,0,0,0,2,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,7/31/1996
Vinicius Souza,12,BRA,Central Midfielder,23-057,87,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,6/17/1999
Nabil Touaizi,32,MAR,Midfielder,21-193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,2/1/2001
Brian Olivan,14,ESP,Left Back,28-134,90,0,0,0,0,1,0,0,0,1,1,0,2,2,3,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,4/1/1994
Leandro Cabrera,4,URU,Centre-Back,31-057,90,0,0,0,0,0,0,0,0,1,2,0,1,1,5,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,6/17/1991
Sergi Gomez,24,ESP,Centre-Back,30-138,90,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,3/27/1992
Oscar Gil,2,ESP,Right Back,25-109,90,0,0,0,0,0,0,1,0,3,4,0,0,1,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,4/26/1997
Benjamin Lecomte,13,FRA,Goalkeeper,31-109,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,4/26/1991
15 Players,,,,,990,2,0,1,1,10,2,2,0,15,17,0,13,10,21,0,,,"Saturday August 13, 2022",Celta Vigo,Espanyol,2-Feb,"Vigo, Spain",summary,away,
Sergio Leon,7,ESP,Forward,33-219,54,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,1/6/1989
Sekou Gassama,22,SEN,Forward,27-099,36,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,5/6/1995
Toni Villa,19,ESP,Left Winger,27-218,61,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,1/7/1995
Oscar Plano,10,ESP,Forward / Midfielder,31-183,29,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,2/11/1991
Alvaro Aguado,6,ESP,Attacking Midfielder,26-104,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,4/30/1996
Roque Mesa,17,ESP,Attacking Midfielder,33-067,55,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,6/7/1989
Kike Perez,4,ESP,Midfielder,25-180,35,0,0,0,0,3,2,0,0,0,0,0,2,0,2,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,2/14/1997
Gonzalo Plata,11,ECU,Right Winger,21-285,55,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,10/31/2000
Ivan Sanchez,21,ESP,Midfielder,29-324,35,0,0,0,0,2,2,0,0,1,0,0,4,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,9/22/1992
Monchu,8,ESP,Defensive Midfielder,22-334,90,0,0,0,0,0,0,0,0,0,1,0,4,3,4,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,9/13/1999
Sergio Escudero,18,ESP,Left Back,32-345,79,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,9/2/1989
Lucas Olaza,12,URU,Defender,28-023,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,7/21/1994
Jawad El Yamiq,15,MAR,Centre-Back,30-165,90,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,2/29/1992
Joaquin Fernandez,24,ESP,Centre-Back,26-074,90,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,5/30/1996
Luis Perez,2,ESP,Right Back,27-190,90,0,0,0,0,0,0,0,0,0,2,0,3,2,3,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,2/4/1995
Sergio Asenjo,25,ESP,Goalkeeper,33-046,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,6/28/1989
16 Players,,,,,990,0,0,0,0,12,6,1,0,6,10,2,22,10,20,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,home,
Nicolas Jackson,26,SEN,Forward,21-054,90,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,6/20/2001
Gerard Moreno,7,ESP,Forward,30-128,71,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,4/6/1992
Jose Luis Morales,22,ESP,Forward / Midfielder,35-021,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,7/23/1987
Francis Coquelin,19,FRA,Left Midfielder,31-092,62,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,5/13/1991
Samuel Chukwueze,11,NGA,Forward / Midfielder,23-083,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,5/22/1999
Daniel Parejo,10,ESP,Central Midfielder,33-119,90,0,0,0,0,1,0,0,0,1,1,0,4,3,1,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,4/16/1989
Etienne Capoue,6,FRA,Central Midfielder,34-033,90,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,7/10/1988
Yeremi Pino,21,ESP,Right Midfielder,19-297,62,0,1,0,0,2,1,0,0,1,1,1,1,1,1,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,10/20/2002
Alex Baena,30,ESP,Forward / Midfielder,21-024,28,2,0,0,0,2,2,0,0,1,0,0,0,0,1,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,7/20/2001
Alfonso Pedraza,24,ESP,Left Back,26-126,90,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,4/8/1996
Pau Torres,4,ESP,Centre-Back,25-209,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,1/16/1997
Raul Albiol,3,ESP,Centre-Back,36-343,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,9/4/1985
Juan Foyth,8,ARG,Right Back,24-213,87,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,1/12/1998
Aissa Mandi,23,ALG,Defender,30-295,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,10/22/1991
Geronimo Rulli,13,ARG,Goalkeeper,30-085,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,5/19/1992
15 Players,,,,,990,3,2,0,0,10,4,0,0,10,5,1,8,10,7,0,,,"Saturday August 13, 2022",Valladolid,Villarreal,0-3,"Valladolid, Spain",summary,away,
Ousmane Dembele,7,FRA,Forward,25-090,90,0,0,0,0,4,2,1,0,3,1,0,9,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,5/15/1997
Robert Lewandowski,9,POL,Forward,33-357,90,0,0,0,0,5,1,0,0,2,4,1,1,2,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,8/20/1988
Raphinha,22,BRA,Forward,25-242,59,0,0,0,0,4,0,0,0,1,0,1,7,2,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,12/13/1996
Ansu Fati,10,ESP,Forward / Midfielder,19-286,31,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,10/31/2002
Pedri,8,ESP,Central Midfielder,19-261,71,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,11/25/2002
Franck Kessie,19,CIV,Defender / Midfielder,25-237,19,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,12/18/1996
Sergio Busquets,5,ESP,Central Midfielder,34-028,89,0,0,0,0,1,1,2,1,5,4,0,0,1,1,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,7/15/1988
Gavi,30,ESP,Central Midfielder,18-008,59,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,8/4/2004
Frenkie de Jong,21,NED,Defender / Midfielder,25-093,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,5/12/1997
Jordi Alba,18,ESP,Left Back,33-145,81,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,3/21/1989
Pierre-Emerick Aubameyang,17,GAB,Forward / Midfielder,33-056,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,6/18/1989
Eric Garcia,24,ESP,Centre-Back,21-216,90,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,1/9/2001
Andreas Christensen,15,DEN,Centre-Back,26-125,59,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,4/9/1996
Sergi Roberto,20,ESP,Defender / Midfielder,30-187,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,2/7/1992
Ronald Araujo,4,URU,Right Back,23-159,90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,3/7/1999
Marc-Andre ter Stegen,1,GER,Goalkeeper,30-105,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,4/29/1992
16 Players,,,,,989,0,0,0,0,21,6,3,1,16,14,4,24,10,4,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,home,
Sergio Camello,34,ESP,Forward,21-184,61,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,away,2/10/2001
Radamel Falcao,9,COL,Forward,36-184,29,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,away,2/10/1986
Alvaro Garcia,18,ESP,Attacking Midfielder,29-290,90,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,away,10/26/1992
Oscar Trejo,8,ARG,Attacking Midfielder,34-109,83,0,0,0,0,0,0,1,0,5,4,0,0,1,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,away,4/25/1988
Jose Pozo,22,ESP,Forward / Midfielder,26-151,7,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,,,"Saturday August 13, 2022",Barcelona,Rayo Vallecano,0-0,"Barcelona, Spain",summary,away,3/14/1996
