Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Aitor Paredes,4.0,ESP,Centre-Back,24-108,80,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,2000-04-28
Daniel Vivian,3.0,ESP,Defender,25-031,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,1999-07-15
Yeray Alvarez,5.0,ESP,Centre-Back,29-204,90,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,1995-01-23
Andoni Gorosabel,2.0,ESP,Right Back,28-011,80,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,1996-08-03
Inigo Lekue,15.0,ESP,Defender / Midfielder,31-103,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,1993-05-04
Alex Padilla,26.0,ESP,Goalkeeper,20-349,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,2003-09-01
16 Players,,,,,990,1,1,0,0,7,4,4,0,15,12,2,16,3,4,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,home,
Christantus Uche,6.0,NGA,Forward,21-088,90,1,0,0,0,1,1,1,0,2,4,4,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,2003-05-19
Alex Sola,7.0,ESP,Left Winger,25-067,78,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1999-06-09
Yellu Santiago,20.0,ESP,Midfielder,20-082,12,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,2004-05-24
Mauro Arambarri,8.0,URU,Attacking Midfielder,28-320,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1995-09-30
Carles Alena,11.0,ESP,Midfielder,26-223,51,0,0,0,0,1,1,0,0,2,2,2,3,2,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1998-01-05
Luis Milla,5.0,ESP,Attacking Midfielder,29-313,90,0,1,0,0,0,0,0,0,2,1,0,8,0,1,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1994-10-07
Carles Perez,17.0,ESP,Right Winger,26-181,45,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1998-02-15
Peter Gonzalez,19.0,DOM,Midfielder,22-021,45,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,2002-07-25
Nabil Aberdin,27.0,FRA,Defensive Midfielder,21-358,90,0,0,0,0,1,0,0,0,2,1,0,0,4,1,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,2002-08-23
Diego Rico,16.0,ESP,Left Back,31-174,90,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1993-02-22
Omar Alderete,15.0,PAR,Centre-Back,27-233,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1996-12-25
Djene,2.0,TOG,Centre-Back,32-228,90,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1991-12-30
Iglesias,21.0,ESP,Right Back,26-043,90,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1998-07-03
David Soria,13.0,ESP,Goalkeeper,31-133,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,1993-04-04
14 Players,,,,,990,1,1,0,0,9,2,1,0,12,14,6,13,13,10,0,,,"Thursday August 15, 2024",Athletic Club,Getafe,1-1,"Bilbao, Spain",summary,away,
Aitor Ruibal,24.0,ESP,Forward,28-146,69,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1996-03-21
Ezequiel Avila,9.0,ARG,Forward / Midfielder,30-191,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1994-02-05
Juanmi,7.0,ESP,Attacking Midfielder,31-087,58,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1993-05-20
Abde Ezzalzouli,10.0,MAR,Forward / Midfielder,22-242,32,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,2001-12-16
Nabil Fekir,8.0,FRA,Attacking Midfielder,31-028,90,0,1,0,0,2,0,0,0,1,3,0,6,2,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1993-07-18
Pablo Fornals,18.0,ESP,Attacking Midfielder,28-175,58,0,0,0,0,2,0,0,0,1,0,0,2,1,2,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1996-02-21
Rodri,17.0,ESP,Midfielder,24-091,32,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,2000-05-15
Marc Roca,21.0,ESP,Defensive Midfielder,27-263,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1996-11-24
Sergi Altimira,16.0,ESP,Midfielder,22-356,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,2001-08-25
William Carvalho,14.0,POR,Defensive Midfielder,32-130,76,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1992-04-06
Johnny Cardoso,4.0,USA,Midfielder,22-330,14,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,2001-09-20
Romain Perraud,15.0,FRA,Left Back,26-328,90,0,0,0,0,2,0,1,0,2,1,1,2,1,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1997-09-22
Diego Llorente,3.0,ESP,Centre-Back,30-365,90,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1993-08-16
Marc Bartra,5.0,ESP,Centre-Back,33-213,90,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1991-01-15
Youssouf Sabaly,23.0,SEN,Right Back,31-163,90,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1993-03-05
Rui Silva,1.0,POR,Goalkeeper,30-190,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,1994-02-06
16 Players,,,,,990,1,1,0,0,19,4,2,0,11,7,1,15,11,13,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,home,
Portu,24.0,ESP,Forward,32-086,65,0,0,0,0,1,0,0,0,0,2,1,3,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1992-05-20
Iker Almena,30.0,ESP,Midfielder,20-103,25,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2004-05-03
Abel Ruiz,9.0,ESP,Forward,24-200,80,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2000-01-27
Ladislav Krejci,18.0,CZE,Defender / Midfielder,25-117,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1999-04-20
Bryan Gil,20.0,ESP,Forward,23-186,80,0,0,0,0,4,1,0,0,1,2,0,5,2,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2001-02-10
Cristhian Stuani,7.0,URU,Forward / Midfielder,37-308,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1986-10-12
Ivan Martin,23.0,ESP,Central Midfielder,25-183,90,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1999-02-13
Oriol Romeu,14.0,ESP,Central Midfielder,32-326,65,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1991-09-24
Jhon Solis,22.0,COL,Midfielder,19-317,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2004-10-02
Yangel Herrera,21.0,VEN,Central Midfielder,26-214,70,0,0,0,0,1,0,0,0,2,1,0,6,5,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1998-01-14
Gabriel Osei Misehouy,27.0,NED,Midfielder,19-028,20,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2005-07-18
Miguel Gutierrez,3.0,ESP,Left Back,23-019,90,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2001-07-27
Daley Blind,17.0,NED,Centre-Back,34-159,90,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1990-03-09
David Lopez,5.0,ESP,Centre-Back,34-311,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1989-10-09
Arnau Martinez,4.0,ESP,Right Back,21-112,90,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,2003-04-25
Paulo Gazzaniga,13.0,ARG,Goalkeeper,32-226,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,1992-01-01
16 Players,,,,,990,1,1,0,0,13,2,0,0,7,10,3,23,12,10,0,,,"Thursday August 15, 2024",Real Betis,Girona,1-1,"Seville, Spain",summary,away,
Anastasios Douvikas,9.0,GRE,Forward,25-014,77,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1999-08-02
Borja Iglesias,7.0,ESP,Forward,31-212,13,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1993-01-16
Iago Aspas,10.0,ESP,Forward,37-015,90,1,0,0,0,3,2,1,0,1,3,1,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1987-08-01
Jonathan Bamba,17.0,CIV,Left Midfielder,28-143,45,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1996-03-25
Jailson Siqueira,16.0,BRA,Defender / Midfielder,28-344,45,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1995-09-07
Fran Beltran,8.0,ESP,Central Midfielder,25-195,64,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1999-02-02
Ilaix Moriba,6.0,GUI,Midfielder,21-210,26,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,2003-01-19
Damian Rodriguez,28.0,ESP,Central Midfielder,21-152,90,0,0,0,0,0,0,1,0,1,1,0,2,0,3,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,2003-03-17
Hugo Alvarez,30.0,ESP,Right Midfielder,21-045,90,0,1,0,0,0,0,0,0,2,2,0,2,1,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,2003-07-02
Oscar Mingueza,3.0,ESP,Left Back,25-095,90,0,0,0,0,1,1,0,0,0,0,0,5,2,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1999-05-13
Carlos Dominguez,24.0,ESP,Centre-Back,23-187,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,2001-02-10
Carl Starfelt,2.0,SWE,Centre-Back,29-076,45,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1995-06-01
Williot Swedberg,19.0,SWE,Forward / Midfielder,20-197,45,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,2004-01-31
Javier Manquillo,22.0,ESP,Right Back,30-103,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1994-05-05
Javi Rodriguez,32.0,ESP,Defender,21-051,45,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,2003-06-26
Ivan Villar,1.0,ESP,Goalkeeper,27-038,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,1997-07-09
16 Players,,,,,990,2,2,0,0,6,4,2,0,8,22,4,13,9,12,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,home,
Kike,17.0,ESP,Forward,34-265,79,1,0,0,0,4,1,0,0,2,0,0,0,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1989-11-25
Asier Villalibre,9.0,ESP,Forward,26-321,11,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1997-09-30
Tomas Conechny,10.0,ARG,Attacking Midfielder,26-139,67,0,0,0,0,0,0,1,0,1,1,0,4,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1998-03-30
Luis Rioja,11.0,ESP,Forward / Midfielder,30-305,23,0,0,0,0,0,0,0,0,1,1,0,6,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1993-10-16
Jon Guridi,18.0,ESP,Attacking Midfielder,29-170,67,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1995-02-27
Stoichkov,19.0,ESP,Forward / Midfielder,30-285,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1993-11-04
Luka Romero,20.0,ARG,Attacking Midfielder,19-272,57,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,2004-11-16
Hugo Novoa,16.0,ESP,Midfielder,21-228,33,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,2002-12-31
Antonio Blanco,8.0,ESP,Defensive Midfielder,24-024,90,0,1,0,0,2,0,0,0,4,3,0,0,1,2,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,2000-07-22
Ander Guevara,6.0,ESP,Defensive Midfielder,27-040,79,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1997-07-07
Carlos Benavidez,23.0,URU,Midfielder,26-139,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1998-03-30
Moussa Diarra,22.0,MLI,Left Back,23-280,90,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,2000-11-09
Nahuel Tenaglia,14.0,ARG,Centre-Back,28-177,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1996-02-20
Abdel Abqar,5.0,MAR,Centre-Back,25-159,90,0,0,0,0,0,0,1,0,8,0,0,0,1,2,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1999-03-10
Carlos Vicente,7.0,ESP,Right Back,25-115,90,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1999-04-23
Antonio Sivera,1.0,ESP,Goalkeeper,28-005,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,1996-08-10
16 Players,,,,,990,1,1,0,0,10,2,2,0,23,6,3,19,13,8,0,,,"Friday August 16, 2024",Celta Vigo,Alavés,2-1,"Vigo, Spain",summary,away,
Oliver McBurnie,16.0,SCO,Forward,28-073,86,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1996-06-03
Marc Cardona,9.0,ESP,Forward,29-039,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1995-07-08
Alberto Moleiro,10.0,ESP,Attacking Midfielder,20-321,86,0,0,0,0,5,3,0,0,1,0,0,2,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,2003-09-30
Aboubacar Bassinga,26.0,CIV,Midfielder,19-034,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,2005-07-13
Javier Munoz,5.0,ESP,Attacking Midfielder,29-170,90,0,1,0,0,2,0,0,0,0,2,0,2,0,1,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1995-02-27
Jaime Mata,17.0,ESP,Attacking Midfielder,35-297,67,0,0,0,0,1,0,0,0,2,1,0,5,0,1,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1988-10-23
Sandro Ramirez,19.0,ESP,Forward / Midfielder,29-038,23,1,0,0,0,2,1,0,0,0,2,0,1,0,2,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1995-07-09
Kirian Rodriguez,20.0,ESP,Defensive Midfielder,28-164,90,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1996-03-04
Enzo Loiodice,12.0,FRA,Defensive Midfielder,23-263,68,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,2000-11-26
Manuel Fuster,14.0,ESP,Forward / Midfielder,26-299,22,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1997-10-22
Alex Munoz,23.0,ESP,Left Back,30-017,68,0,0,0,0,1,0,0,0,3,2,0,6,5,2,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1994-07-30
Scott McKenna,15.0,SCO,Defender,27-278,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1996-11-11
Mika Marmol,3.0,ESP,Centre-Back,23-046,90,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,2001-07-01
Alex Suarez,4.0,ESP,Centre-Back,31-151,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1993-03-18
Marvin,2.0,ESP,Right Back,24-044,75,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,2000-07-02
Viti,18.0,ESP,Defender / Forward,26-335,15,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1997-09-16
Jasper Cillessen,1.0,NED,Goalkeeper,35-116,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,1989-04-22
17 Players,,,,,990,1,1,0,0,15,5,2,0,14,13,1,27,9,9,1,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,home,
Isaac Romero,7.0,ESP,Forward,24-090,82,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,away,2000-05-17
Peque,14.0,ESP,Midfielder,21-317,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,away,2002-10-04
Dodi Lukebakio,11.0,BEL,Attacking Midfielder,26-327,73,0,0,0,0,2,0,0,0,3,2,0,4,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,away,1997-09-24
Jesus Navas,16.0,ESP,Defender / Midfielder,38-269,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-2,"Las Palmas, Spain",summary,away,1985-11-20
